"RoomCode","LocationCount","DepartmentCount","FACount","Departments","FAs","Locations"
"SC467","13","11","9","106 (SMALL HOUSE (SH) MODEL); 111 (POLYTRAUMA REHABILITATION CENTER (PRC)); 212 (PULMONARY MEDICINE SERVICE); 226 (ELECTROENCEPHALOGRAPHY (EEG) LABORATORY); 256 (EMERGENCY DEPARTMENT (ED)); 258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)); 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE); 277 (RADIATION THERAPY SERVICE); 286 (SURGICAL / ENDOVASCULAR SERVICES); 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE); 295 (IMAGING SERVICES)","HOUSE RESIDENT AREA; PRC PATIENT CARE UNIT SUPPORT AREA; SLEEP STUDY PATIENT AREA; SUPPORT AREA; PHYSICAL THERAPY (PT) AREA; KINESIOTHERAPY (KT) AREA; INPATIENT (IP) SURGICAL / ENDOVASCULAR POST ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA; AMBULATORY SURGERY CENTER (ASC) POST-ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA; IMAGING SERVICES SUPPORT AREA","106 (SMALL HOUSE (SH) MODEL) | HOUSE RESIDENT AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC PATIENT CARE UNIT SUPPORT AREA; 212 (PULMONARY MEDICINE SERVICE) | SLEEP STUDY PATIENT AREA; 226 (ELECTROENCEPHALOGRAPHY (EEG) LABORATORY) | SUPPORT AREA; 256 (EMERGENCY DEPARTMENT (ED)) | SUPPORT AREA; 258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)) | SUPPORT AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | PHYSICAL THERAPY (PT) AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | KINESIOTHERAPY (KT) AREA; 277 (RADIATION THERAPY SERVICE) | SUPPORT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR POST ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) POST-ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA; 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE) | SUPPORT AREA; 295 (IMAGING SERVICES) | IMAGING SERVICES SUPPORT AREA"
"SC149","2","2","1","256 (EMERGENCY DEPARTMENT (ED)); 257 (URGENT CARE)","PATIENT AREA","256 (EMERGENCY DEPARTMENT (ED)) | PATIENT AREA; 257 (URGENT CARE) | PATIENT AREA"
"SC653","1","1","1","248 (MEDICAL MEDIA SERVICE)","MMVSS PHOTOGRAPHY PRODUCTION AREA","248 (MEDICAL MEDIA SERVICE) | MMVSS PHOTOGRAPHY PRODUCTION AREA"
"SC581","1","1","1","400 (LIBRARY SERVICE)","SUPPORT AREA","400 (LIBRARY SERVICE) | SUPPORT AREA"
"SC761","1","1","1","278 (RESEARCH AND DEVELOPMENT (R&D))","VMU IMAGING / BEHAVIORAL STUDY AREA","278 (RESEARCH AND DEVELOPMENT (R&D)) | VMU IMAGING / BEHAVIORAL STUDY AREA"
"ISC79","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER ACUTE CARE / OUTPATIENT ACTIVITIES OF DAILY LIVING (AC/OP-ADL) AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE / OUTPATIENT ACTIVITIES OF DAILY LIVING (AC/OP-ADL) AREA"
"SB138","10","3","10","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)); 256 (EMERGENCY DEPARTMENT (ED)); 295 (IMAGING SERVICES)","SCI/D CENTER OUTPATIENT (OP) PATIENT AREA; EMERGENCY IMAGING AREA; GENERAL RADIOLOGY AREA; BREAST IMAGING AREA; ULTRASOUND AREA; COMPUTED TOMOGRAPHY (CT) AREA; MAGNETIC RESONANCE IMAGING (MRI) AREA; NUCLEAR MEDICINE (NM) AREA; POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA; POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER OUTPATIENT (OP) PATIENT AREA; 256 (EMERGENCY DEPARTMENT (ED)) | EMERGENCY IMAGING AREA; 295 (IMAGING SERVICES) | GENERAL RADIOLOGY AREA; 295 (IMAGING SERVICES) | BREAST IMAGING AREA; 295 (IMAGING SERVICES) | ULTRASOUND AREA; 295 (IMAGING SERVICES) | COMPUTED TOMOGRAPHY (CT) AREA; 295 (IMAGING SERVICES) | MAGNETIC RESONANCE IMAGING (MRI) AREA; 295 (IMAGING SERVICES) | NUCLEAR MEDICINE (NM) AREA; 295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA; 295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA"
"CDS69","1","1","1","222 (DENTAL SERVICE)","DENTAL LABORATORIES","222 (DENTAL SERVICE) | DENTAL LABORATORIES"
"SB766","3","2","3","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)); 256 (EMERGENCY DEPARTMENT (ED))","PATIENT CARE SUPPORT AREA; PATIENT ASSESSMENT AREA; EMERGENCY IMAGING AREA","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)) | PATIENT CARE SUPPORT AREA; 256 (EMERGENCY DEPARTMENT (ED)) | PATIENT ASSESSMENT AREA; 256 (EMERGENCY DEPARTMENT (ED)) | EMERGENCY IMAGING AREA"
"CPL03","1","1","1","212 (PULMONARY MEDICINE SERVICE)","PULMONARY MEDICINE / RESPIRATORY CARE PATIENT AREA","212 (PULMONARY MEDICINE SERVICE) | PULMONARY MEDICINE / RESPIRATORY CARE PATIENT AREA"
"CS222","1","1","1","286 (SURGICAL / ENDOVASCULAR SERVICES)","INPATIENT (IP) ENDOVASCULAR PATIENT AREA","286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) ENDOVASCULAR PATIENT AREA"
"RSC93","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER ACTIVITIES OF DAILY LIVING (LTC-NC-ADL) AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER ACTIVITIES OF DAILY LIVING (LTC-NC-ADL) AREA"
"CL561","1","1","1","240 (PATHOLOGY AND LABORATORY MEDICINE SERVICE)","ELECTRON MICROSCOPY SUITE","240 (PATHOLOGY AND LABORATORY MEDICINE SERVICE) | ELECTRON MICROSCOPY SUITE"
"SC775","1","1","1","278 (RESEARCH AND DEVELOPMENT (R&D))","VMU ANIMAL AREA","278 (RESEARCH AND DEVELOPMENT (R&D)) | VMU ANIMAL AREA"
"SB467","1","1","1","230 (ENGINEERING SERVICE)","SHOP AREA","230 (ENGINEERING SERVICE) | SHOP AREA"
"SC439","1","1","1","408 (ENVIRONMENTAL MANAGEMENT SERVICE (EMS) LAUNDRY AND LINEN OPERATION)","PRODUCTION AREA","408 (ENVIRONMENTAL MANAGEMENT SERVICE (EMS) LAUNDRY AND LINEN OPERATION) | PRODUCTION AREA"
"SC418","1","1","1","408 (ENVIRONMENTAL MANAGEMENT SERVICE (EMS) LAUNDRY AND LINEN OPERATION)","PRODUCTION AREA","408 (ENVIRONMENTAL MANAGEMENT SERVICE (EMS) LAUNDRY AND LINEN OPERATION) | PRODUCTION AREA"
"SB342","1","1","1","230 (ENGINEERING SERVICE)","SHOP AREA","230 (ENGINEERING SERVICE) | SHOP AREA"
"IMS25","1","1","1","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU))","PATIENT AREA","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)) | PATIENT AREA"
"CI402","1","1","1","295 (IMAGING SERVICES)","IMAGING SERVICES STAFF AND ADMINISTRATIVE AREA","295 (IMAGING SERVICES) | IMAGING SERVICES STAFF AND ADMINISTRATIVE AREA"
"SB195","4","4","4","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)); 111 (POLYTRAUMA REHABILITATION CENTER (PRC)); 295 (IMAGING SERVICES); 312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU))","CLINICAL STAFF AREA; PRC PATIENT CARE UNIT STAFF AND ADMINISTRATIVE AREA; IMAGING SERVICES STAFF AND ADMINISTRATIVE AREA; STAFF AND ADMINISTRATIVE AREA","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)) | CLINICAL STAFF AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC PATIENT CARE UNIT STAFF AND ADMINISTRATIVE AREA; 295 (IMAGING SERVICES) | IMAGING SERVICES STAFF AND ADMINISTRATIVE AREA; 312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU)) | STAFF AND ADMINISTRATIVE AREA"
"CT131","1","1","1","270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE)","ASSISTIVE TECHNOLOGY (ATECH) AREA","270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | ASSISTIVE TECHNOLOGY (ATECH) AREA"
"CT112","1","1","1","270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE)","OCCUPATIONAL THERAPY (OT) AREA","270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | OCCUPATIONAL THERAPY (OT) AREA"
"SC871","1","1","1","285 (STERILE PROCESSING SERVICE)","DECONTAMINATION AREA","285 (STERILE PROCESSING SERVICE) | DECONTAMINATION AREA"
"CED34","1","1","1","256 (EMERGENCY DEPARTMENT (ED))","PATIENT AREA","256 (EMERGENCY DEPARTMENT (ED)) | PATIENT AREA"
"CI059","1","1","1","295 (IMAGING SERVICES)","BREAST IMAGING AREA","295 (IMAGING SERVICES) | BREAST IMAGING AREA"
"PHOD6","1","1","1","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM)","PHARMACY SERVICE","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | PHARMACY SERVICE"
"IST05","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER PATIENT / RESIDENT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER PATIENT / RESIDENT AREA"
"SC565","1","1","1","400 (LIBRARY SERVICE)","PATIENT EDUCATION RESOURCE CENTER (PERC)","400 (LIBRARY SERVICE) | PATIENT EDUCATION RESOURCE CENTER (PERC)"
"SB160","1","1","1","111 (POLYTRAUMA REHABILITATION CENTER (PRC))","PRC PATIENT CARE UNIT PATIENT AREA","111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC PATIENT CARE UNIT PATIENT AREA"
"SB173","8","7","5","222 (DENTAL SERVICE); 230 (ENGINEERING SERVICE); 256 (EMERGENCY DEPARTMENT (ED)); 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE); 278 (RESEARCH AND DEVELOPMENT (R&D)); 279 (POLICE SERVICE); 408 (ENVIRONMENTAL MANAGEMENT SERVICE (EMS) LAUNDRY AND LINEN OPERATION)","STAFF AND ADMINISTRATIVE AREA; SHOP SUPPORT AREA; PMR SVC STAFF AND ADMINISTRATIVE AREA; BLR&D SERVICE STAFF AREA; VMU STAFF AREA","222 (DENTAL SERVICE) | STAFF AND ADMINISTRATIVE AREA; 230 (ENGINEERING SERVICE) | SHOP SUPPORT AREA; 256 (EMERGENCY DEPARTMENT (ED)) | STAFF AND ADMINISTRATIVE AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | PMR SVC STAFF AND ADMINISTRATIVE AREA; 278 (RESEARCH AND DEVELOPMENT (R&D)) | BLR&D SERVICE STAFF AREA; 278 (RESEARCH AND DEVELOPMENT (R&D)) | VMU STAFF AREA; 279 (POLICE SERVICE) | STAFF AND ADMINISTRATIVE AREA; 408 (ENVIRONMENTAL MANAGEMENT SERVICE (EMS) LAUNDRY AND LINEN OPERATION) | STAFF AND ADMINISTRATIVE AREA"
"SS282","13","12","6","102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)); 110 (MENTAL HEALTH PATIENT CARE UNIT (MH PCU)); 111 (POLYTRAUMA REHABILITATION CENTER (PRC)); 212 (PULMONARY MEDICINE SERVICE); 254 (NURSING SERVICE ADMINISTRATION); 277 (RADIATION THERAPY SERVICE); 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE); 312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU)); 316 (DIALYSIS CENTER); 400 (LIBRARY SERVICE); 402 (EDUCATIONAL FACILITIES); ""410 (ENVIRONMENTAL MANAGEMENT SERVICE (EMS) LOCKERS, LOUNGES, TOILETS AND SHOWERS)""","INTENSIVE CARE PATIENT UNIT STAFF AND ADMINISTRATIVE AREA; PATIENT CARE UNIT (PCU) CLINICAL STAFF AREA; PRC PATIENT CARE UNIT STAFF AND ADMINISTRATIVE AREA; PRC RESIDENT CARE UNIT STAFF AND ADMINISTRATIVE AREA; STAFF AND ADMINISTRATIVE AREA; LOCKER AREA","102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)) | INTENSIVE CARE PATIENT UNIT STAFF AND ADMINISTRATIVE AREA; 110 (MENTAL HEALTH PATIENT CARE UNIT (MH PCU)) | PATIENT CARE UNIT (PCU) CLINICAL STAFF AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC PATIENT CARE UNIT STAFF AND ADMINISTRATIVE AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC RESIDENT CARE UNIT STAFF AND ADMINISTRATIVE AREA; 212 (PULMONARY MEDICINE SERVICE) | STAFF AND ADMINISTRATIVE AREA; 254 (NURSING SERVICE ADMINISTRATION) | STAFF AND ADMINISTRATIVE AREA; 277 (RADIATION THERAPY SERVICE) | STAFF AND ADMINISTRATIVE AREA; 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE) | STAFF AND ADMINISTRATIVE AREA; 312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU)) | STAFF AND ADMINISTRATIVE AREA; 316 (DIALYSIS CENTER) | STAFF AND ADMINISTRATIVE AREA; 400 (LIBRARY SERVICE) | STAFF AND ADMINISTRATIVE AREA; 402 (EDUCATIONAL FACILITIES) | STAFF AND ADMINISTRATIVE AREA; ""410 (ENVIRONMENTAL MANAGEMENT SERVICE (EMS) LOCKERS, LOUNGES, TOILETS AND SHOWERS)"" | LOCKER AREA"
"CI216","1","1","1","295 (IMAGING SERVICES)","NUCLEAR MEDICINE (NM) AREA","295 (IMAGING SERVICES) | NUCLEAR MEDICINE (NM) AREA"
"CED54","1","1","1","256 (EMERGENCY DEPARTMENT (ED))","AMBULANCE / EMS AREA","256 (EMERGENCY DEPARTMENT (ED)) | AMBULANCE / EMS AREA"
"CRT34","1","1","1","277 (RADIATION THERAPY SERVICE)","SUPPORT AREA","277 (RADIATION THERAPY SERVICE) | SUPPORT AREA"
"SB682","1","1","1","106 (SMALL HOUSE (SH) MODEL)","NEIGHBORHOOD CENTER SUPPORT AREA","106 (SMALL HOUSE (SH) MODEL) | NEIGHBORHOOD CENTER SUPPORT AREA"
"RMH64","1","1","1","312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU))","FA 4 RESIDENT CARE UNIT (RCU) PATIENT AREA","312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU)) | FA 4 RESIDENT CARE UNIT (RCU) PATIENT AREA"
"RMH24","1","1","1","312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU))","COMMON RESIDENT SERVICES AREA","312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU)) | COMMON RESIDENT SERVICES AREA"
"SC391","2","2","2","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)); 278 (RESEARCH AND DEVELOPMENT (R&D))","BUILDING SUPPORT AREA; R&D SUPPORT AREA","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)) | BUILDING SUPPORT AREA; 278 (RESEARCH AND DEVELOPMENT (R&D)) | R&D SUPPORT AREA"
"CPR56","1","1","1","308 (PROSTHETICS AND SENSORY AIDS SERVICE)","SUPPORT AREA","308 (PROSTHETICS AND SENSORY AIDS SERVICE) | SUPPORT AREA"
"SC192","2","1","2","286 (SURGICAL / ENDOVASCULAR SERVICES)","INPATIENT (IP) SURGICAL / ENDOVASCULAR STAFF AND ADMINISTRATIVE AREA; AMBULATORY SURGERY CENTER (ASC) STAFF AND ADMINISTRATIVE AREA","286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR STAFF AND ADMINISTRATIVE AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) STAFF AND ADMINISTRATIVE AREA"
"SC602","1","1","1","248 (MEDICAL MEDIA SERVICE)","PHOTOGRAPHY SERVICE PRODUCTION AREA","248 (MEDICAL MEDIA SERVICE) | PHOTOGRAPHY SERVICE PRODUCTION AREA"
"CCD61","1","1","1","210 (CARDIOLOGY SERVICE)","CARDIOLOGY SUPPORT AREA","210 (CARDIOLOGY SERVICE) | CARDIOLOGY SUPPORT AREA"
"CAS54","1","1","1","204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE)","SPEECH-LANGUAGE PATHOLOGY PATIENT AREA","204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE) | SPEECH-LANGUAGE PATHOLOGY PATIENT AREA"
"SC013","1","1","1","222 (DENTAL SERVICE)","SUPPORT AREA","222 (DENTAL SERVICE) | SUPPORT AREA"
"LAC01","2","1","2","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM)","LOBBY / RECEPTION AREA; STAFF SUPPORT AREA","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | LOBBY / RECEPTION AREA; 263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | STAFF SUPPORT AREA"
"IPT34","1","1","1","111 (POLYTRAUMA REHABILITATION CENTER (PRC))","PRC PATIENT CARE UNIT PATIENT AND FAMILY AREA","111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC PATIENT CARE UNIT PATIENT AND FAMILY AREA"
"SS228","1","1","1","246 (HEALTH ADMINISTRATION SERVICE)","HEALTH INFORMATION MANAGEMENT SECTION (HIMS)","246 (HEALTH ADMINISTRATION SERVICE) | HEALTH INFORMATION MANAGEMENT SECTION (HIMS)"
"CRT31","1","1","1","277 (RADIATION THERAPY SERVICE)","SUPPORT AREA","277 (RADIATION THERAPY SERVICE) | SUPPORT AREA"
"CED22","1","1","1","256 (EMERGENCY DEPARTMENT (ED))","PATIENT AREA","256 (EMERGENCY DEPARTMENT (ED)) | PATIENT AREA"
"SB091","1","1","1","278 (RESEARCH AND DEVELOPMENT (R&D))","R&D RECEPTION AREA","278 (RESEARCH AND DEVELOPMENT (R&D)) | R&D RECEPTION AREA"
"SC671","1","1","1","248 (MEDICAL MEDIA SERVICE)","MMVSS AUDIOVISUAL SERVICE PRODUCTION AREA","248 (MEDICAL MEDIA SERVICE) | MMVSS AUDIOVISUAL SERVICE PRODUCTION AREA"
"SV081","1","1","1","208 (CHAPLAIN SERVICE)","WORSHIP AREA","208 (CHAPLAIN SERVICE) | WORSHIP AREA"
"RSC17","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER LONG TERM CARE HOME (LTC-H) RESIDENT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE HOME (LTC-H) RESIDENT AREA"
"SB163","8","5","7","111 (POLYTRAUMA REHABILITATION CENTER (PRC)); 256 (EMERGENCY DEPARTMENT (ED)); 257 (URGENT CARE); 269 (RECREATION THERAPY SERVICE); 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE)","PRC PATIENT CARE UNIT RECEPTION AREA; PRC PATIENT CARE UNIT THERAPY AREA; PRC RESIDENT CARE UNIT RECEPTION AREA; OUTPATIENT UNIT RECEPTION AREA; PATIENT AREA; RECREATION / CREATIVE ARTS THERAPY AREA; PMR SVC COMMON PATIENT AREA","111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC PATIENT CARE UNIT RECEPTION AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC PATIENT CARE UNIT THERAPY AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC RESIDENT CARE UNIT RECEPTION AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | OUTPATIENT UNIT RECEPTION AREA; 256 (EMERGENCY DEPARTMENT (ED)) | PATIENT AREA; 257 (URGENT CARE) | PATIENT AREA; 269 (RECREATION THERAPY SERVICE) | RECREATION / CREATIVE ARTS THERAPY AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | PMR SVC COMMON PATIENT AREA"
"SB652","4","4","4","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)); 256 (EMERGENCY DEPARTMENT (ED)); 268 (PHARMACY SERVICE); 284 (LOGISTICS SERVICE)","PATIENT CARE STAFF AREA; STAFF WORK AREA; INPATIENT PHARMACY SUPPORT AREA; WAREHOUSE AREA","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)) | PATIENT CARE STAFF AREA; 256 (EMERGENCY DEPARTMENT (ED)) | STAFF WORK AREA; 268 (PHARMACY SERVICE) | INPATIENT PHARMACY SUPPORT AREA; 284 (LOGISTICS SERVICE) | WAREHOUSE AREA"
"CEY64","1","1","1","233 (EYE CLINIC: OPHTHALMOLOGY AND OPTOMETRY SERVICES)","OPTOMETRY SERVICE PATIENT AREA","233 (EYE CLINIC: OPHTHALMOLOGY AND OPTOMETRY SERVICES) | OPTOMETRY SERVICE PATIENT AREA"
"SV401","1","1","1","268 (PHARMACY SERVICE)","OUTPATIENT PHARMACY WORK AREA","268 (PHARMACY SERVICE) | OUTPATIENT PHARMACY WORK AREA"
"CUC48","1","1","1","257 (URGENT CARE)","STAFF WORK AREA","257 (URGENT CARE) | STAFF WORK AREA"
"SB208","4","3","4","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)); 269 (RECREATION THERAPY SERVICE); 316 (DIALYSIS CENTER)","SCI/D CENTER AQUATIC THERAPY (AT) AREA; SELF-DIRECTED THERAPY AREA; AQUATIC THERAPY AREA; PATIENT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER AQUATIC THERAPY (AT) AREA; 269 (RECREATION THERAPY SERVICE) | SELF-DIRECTED THERAPY AREA; 269 (RECREATION THERAPY SERVICE) | AQUATIC THERAPY AREA; 316 (DIALYSIS CENTER) | PATIENT AREA"
"SSS01","1","1","1","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM)","POLICE SERVICE","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | POLICE SERVICE"
"SS287","7","7","7","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)); 102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)); 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)); 256 (EMERGENCY DEPARTMENT (ED)); 274 (QUARTERS ON-CALL); 286 (SURGICAL / ENDOVASCULAR SERVICES); 295 (IMAGING SERVICES)","CLINICAL STAFF AREA; INTENSIVE CARE PATIENT UNIT STAFF AND ADMINISTRATIVE AREA; SCI/D CENTER ACUTE CARE (AC) STAFF AND ADMINISTRATIVE AREA; STAFF AND ADMINISTRATIVE AREA; STAFF AREA; INPATIENT (IP) SURGICAL / ENDOVASCULAR STAFF AND ADMINISTRATIVE AREA; IMAGING SERVICES STAFF AND ADMINISTRATIVE AREA","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)) | CLINICAL STAFF AREA; 102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)) | INTENSIVE CARE PATIENT UNIT STAFF AND ADMINISTRATIVE AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE (AC) STAFF AND ADMINISTRATIVE AREA; 256 (EMERGENCY DEPARTMENT (ED)) | STAFF AND ADMINISTRATIVE AREA; 274 (QUARTERS ON-CALL) | STAFF AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR STAFF AND ADMINISTRATIVE AREA; 295 (IMAGING SERVICES) | IMAGING SERVICES STAFF AND ADMINISTRATIVE AREA"
"OPT34","1","1","1","111 (POLYTRAUMA REHABILITATION CENTER (PRC))","OUTPATIENT UNIT THERAPY AREA","111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | OUTPATIENT UNIT THERAPY AREA"
"OPT17","1","1","1","111 (POLYTRAUMA REHABILITATION CENTER (PRC))","OUTPATIENT UNIT PATIENT AREA","111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | OUTPATIENT UNIT PATIENT AREA"
"SS215","9","3","8","256 (EMERGENCY DEPARTMENT (ED)); 257 (URGENT CARE); 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE)","PATIENT ASSESSMENT AREA; STAFF WORK AREA; PHYSICAL THERAPY (PT) AREA; KINESIOTHERAPY (KT) AREA; OCCUPATIONAL THERAPY (OT) AREA; CHIROPRACTIC CARE (CC) AREA; DRIVER TRAINING (DT) AREA; AQUATIC THERAPY (AT) AREA","256 (EMERGENCY DEPARTMENT (ED)) | PATIENT ASSESSMENT AREA; 256 (EMERGENCY DEPARTMENT (ED)) | STAFF WORK AREA; 257 (URGENT CARE) | STAFF WORK AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | PHYSICAL THERAPY (PT) AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | KINESIOTHERAPY (KT) AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | OCCUPATIONAL THERAPY (OT) AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | CHIROPRACTIC CARE (CC) AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | DRIVER TRAINING (DT) AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | AQUATIC THERAPY (AT) AREA"
"CS131","2","1","2","286 (SURGICAL / ENDOVASCULAR SERVICES)","INPATIENT (IP) SURGICAL / ENDOVASCULAR ANESTHESIA PROCEDURE PATIENT AREA; AMBULATORY SURGERY CENTER (ASC) ANESTHESIA PROCEDURE PATIENT AREA","286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR ANESTHESIA PROCEDURE PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) ANESTHESIA PROCEDURE PATIENT AREA"
