Chapter	FA Number	FA Name	Room ID	Room Code	Room Name	Floor	Base	Wall	Wain	Ceiling	Door	Hardware
275	3	Support Area	3533	XVC01	PACS: Digital Quality Control	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4G
275	3	Support Area	3534	XFDS1	PACS: Digital Archival Storage	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4G
275	3	Support Area	3535	XFP01	Film Processing Room	"m:RES m:RES h:4"""		m:GWB f:SC		m:AT f:SP	m:Wood t:1 s:S	hw:3G
275	3	Support Area	3536	XMRE1	Storage, Equipment	m:VT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F s:V	hw:4F
275	3	Support Area	3537	SRLW1	Storage, Stretcher / Wheelchair	m:VT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F s:V	hw:4F
275	3	Support Area	3538	LCCL3	Alcove, Linen	m:VT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""			m:AT t:OPEN	hw:N/A
275	3	Support Area	3539	UCCL1	Utility Room, Clean	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dg:F ds:YES s:V	hw:SH3C
275	3	Support Area	3540	USCL1	Utility Room, Soiled	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT [9] f:SP	m:Wood t:11 dg:F dr:45 min ds:YES s:V	hw:SH3C
275	3	Support Area	3541	JANC1	Housekeeping Aides Closet (HAC)	"m:QT m:QT [7] h:4"""		m:GWB f:SC	"m:CT [7] h:4'-0"""	m:AT f:SP	m:Wood t:1 s:U	hw:5D
275	3	Support Area	3542	XVC01	Viewing / Consultation Room: NonTeaching	m:CPT m:LVT	m:PRB [8]	m:GWB [64] f:P		m:AT	m:Wood t:19 s:S	hw:4J
275	3	Support Area	3543	XVC01	Viewing / Consultation Room: Teaching	m:CPT m:LVT	m:PRB [8]	m:GWB [64] f:P		m:AT	m:Wood t:19 s:S	hw:4J SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -344 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
275	3	Support Area	3544	WRCH1	Work Area, Staff	m:CPT [6]	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4G
275	4	Staff and Administrative Area	3545	OFA07	Workstation, Chief Technician	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
275	4	Staff and Administrative Area	3546	OFA07	Workstation, Staff Radiologist	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
275	4	Staff and Administrative Area	3547	OFA07	Workstation, Professional, Non Physician	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
275	4	Staff and Administrative Area	3548	OFA07	Workstation, PACS Administrator	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
275	4	Staff and Administrative Area	3549	OFA07	Workstation, Physicist	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
275	4	Staff and Administrative Area	3550	OFA07	Workstation, Quality Assurance	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
275	4	Staff and Administrative Area	3551	OFA07	Workstation, Administration	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
275	4	Staff and Administrative Area	3552	OFA07	Workstation, Data Processing	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
275	4	Staff and Administrative Area	3553	OFA07	Workstation, Scheduler	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
275	4	Staff and Administrative Area	3554	OFA07	Workstation, Transcriptionist	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -345 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
275	4	Staff and Administrative Area	3555	RPR01	Copier Room	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4J
275	4	Staff and Administrative Area	3556	SL001	Lounge, Staff	m:SVT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:SH-4
275	4	Staff and Administrative Area	3557	LR001	Locker Room, Staff	"m:PT m:PT h:4"""		m:GWB f:SC		m:AT	m:Wood t:1 s:S	hw:SH-4
275	4	Staff and Administrative Area	3558	TLTU1	Toilet, Staff	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:1 s:S	hw:2 [71]
275	5	Education Area	3559	OFA07	Workstation, Resident / Intern	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
275	5	Education Area	3560	OFA07	Workstation, Student	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
275	5	Education Area	3561	CRR01	Conference Room / Classroom	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [42, 64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:4J SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -346 44 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
276	1	Reception Area	3562	WRC01	Waiting, Main	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4K
276	1	Reception Area	3563	RECP1	Reception	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P			m:AT t:OPEN	hw:N/A
276	1	Reception Area	3564	PAIA1	Patient Interview Room	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5, 64]f:P		m:AT	m:Wood t:19 s:V	hw:3G
276	1	Reception Area	3565	CLSC1	Patient Education Kiosk / Alcove	m:CPT [6] m:LVT	m:PRB [8]	m:GWB f:P			m:AT t:OPEN	hw:N/A
276	1	Reception Area	3566	TLTU1	Toilet, Public	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64]f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:19 s:S	hw:2G [71]
276	2	Radiology Patient Area	3567	WRC01	Sub-Waiting, Radiology	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4K
276	2	Radiology Patient Area	3568	XDR01	Radiology Room, General Purpose [50, 60]	"m:WSF m:WSF h:4"""		m:GWB [64] f:P		m:AT	m:Steel t:15 dl:LEAD s:X	hw:4Q SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -347 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
276	2	Radiology Patient Area	3569	TLTU1	Patient Toilet, General Purpose Radiology	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:GWB f:SC"		m:Wood t:1 s:S	hw:2G [71]
276	2	Radiology Patient Area	3570	XDCS1	Chest Room [50, 60]	"m:WSF m:WSF h:4"""		m:GWB [64] f:P		m:AT	m:Wood t:15 dl:LEAD s:X	hw:4Q
276	2	Radiology Patient Area	3571	DR001	Dressing Room / Cubicle, Radiology	"m:WSF m:LVT m:WSF h:4"""	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 s:S	hw:2H [71]
276	2	Radiology Patient Area	3572	XDR01	Head Room [50, 60]	"m:WSF m:WSF h:4"""		m:GWB [64] f:P		m:AT	m:Wood t:15 dl:LEAD s:X	hw:4Q
276	2	Radiology Patient Area	3573	XDR01	Tomography Room [50, 60]	"m:WSF m:WSF h:4"""		m:GWB [64] f:P		m:AT	m:Wood t:15 dl:LEAD s:X	hw:4Q
276	2	Radiology Patient Area	3574	XDRF1	Radiographic / Fluoroscopic (R/F) Room [50, 60]	"m:WSF m:WSF h:4"""		m:GWB f:P		m:AT	m:Wood t:15 dl:RF s:X	hw:4Q
276	2	Radiology Patient Area	3575	DR001	Dressing Room / Cubicle, R/F	"m:WSF m:LVT m:WSF h:4"""	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 s:S	hw:2H [71]
276	2	Radiology Patient Area	3576	TLTU1	Toilet, R/F Patient	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:GWB f:SC"		m:Wood t:1 s:S	hw:2J [71] SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -348 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
276	2	Radiology Patient Area	3577	WRC01	Sub-Waiting, Mammography / Stereotactic Mammography	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5, 64]f:P		m:AT	m:Wood t:19 dg:T s:S	hw:4K
276	2	Radiology Patient Area	3578	XDM01	Mammography Room [50, 60]	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:15 dl:LEAD s:X	hw:4Q
276	2	Radiology Patient Area	3579	XDM02	Stereotactic Mammography Room [50, 60]	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:15 dl:LEAD s:X	hw:4Q
276	2	Radiology Patient Area	3580	DR001	Dressing Room / Cubicle, Mammography	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 s:S	hw:2H [71]
276	2	Radiology Patient Area	3581	TLTU1	Toilet, Mammography Patient	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64]f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:GWB f:SC"		m:Wood t:1 s:S	hw:2J [71]
276	2	Radiology Patient Area	3582	XDMP1	Mammography Processing Room	"m:WSF m:WSF h:4"""		m:GWB f:P		m:AT	m:Wood t:17 s:X	hw:4Q
276	2	Radiology Patient Area	3583	OFDR1	Mammography Quality Assurance	"m:WSF m:WSF h:4"""		m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:4G
276	2	Radiology Patient Area	3584	EXRG3	Mammography Biopsy Exam Room	"m:WSF m:WSF h:4"""		m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:V	hw:4K
276	2	Radiology Patient Area	3585	WRC01	Sub-Waiting, Ultrasound	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4K SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -349 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 April 10, 2017 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
276	2	Radiology Patient Area	3586	XDUS1	Ultrasound Room [50, 60]	m:WSF m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T dl:LEAD [27] s:X	hw:4K
276	2	Radiology Patient Area	3587	OFDC2	Consult Room	m:CPT [6]	m:PRB [8]	m:GWB [5, 64]f:P		m:AT	m:Wood t:19 dg:T s:U	hw:3G
276	2	Radiology Patient Area	3588	DR001	Dressing Room / Cubicle, Ultrasound	m:WSF m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 s:S	hw:2H [71]
276	2	Radiology Patient Area	3589	TLTU1	Toilet, Ultrasound Patient	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64]f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:GWB f:SC"		m:Wood t:1 s:S	hw:2J [71]
276	2	Radiology Patient Area	3590	WRL01	Holding Bay, Patient Stretcher	"m:WSF m:LVT m:WSF h:4"""	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""			m:AT t:OPEN	hw:N/A
276	2	Radiology Patient Area	3591	SRE01	Storage, Equipment	m:VT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F s:V	hw:4F
276	3	Interventional Radiology (IR) Patient Area	3592	WRC01	Sub-Waiting, IR	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4K SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -350 XABP1 This space moved to Chapter 286 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 April 10, 2017 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
276	3	Interventional Radiology (IR) Patient Area	3596	WRL01	Holding Bay, Patient Stretcher	"m:WSF m:LVT m:WSF h:4"""	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""			m:AT t:OPEN	hw:N/A
276	3	Interventional Radiology (IR) Patient Area	3597	TLTU1	Toilet, Patient	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64]f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:GWB f:SC"		m:Wood t:1 s:S	hw:2J [71]
276	3	Interventional Radiology (IR) Patient Area	3598	MEDP1	Medication Preparation Room	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T ds:YES s:S	hw:SH3D
276	3	Interventional Radiology (IR) Patient Area	3599	XVC01	Viewing / Consultation	m:CPT [6]	"m:RB h:4"""	m:GWB [5, 64]f:P		m:AT	m:Wood t:19 dg:T s:S	hw:3G
276	3	Interventional Radiology (IR) Patient Area	3600	ORSA1	Alcove, Scrub	"m:WSF [73] m:WSF h:4"""		m:GWB [54] f:SC m:S [7]			m:AT f:SP t:OPEN	hw:N/A
276	3	Interventional Radiology (IR) Patient Area	3601	ORCW1	Sterile Supply / Instrument Room	"m:WSF m:WSF h:4"""		m:GWB f:P		m:AT f:SP	m:Wood t:11 dg:T s:V	hw:4F
276	3	Interventional Radiology (IR) Patient Area	3602	SRS01	Storage, Equipment	m:VT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F s:V	hw:4F
276	3	Interventional Radiology (IR) Patient Area	3603	XFP01	Film Processing Room	"m:RES m:RES h:4"""		m:GWB f:SC		m:AT f:SP	m:Wood t:1 s:S	hw:3J SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -351 This space moved to Chapter 286 XACR1 This space moved to Chapter 286 XACV1 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
276	4	Computed Tomography (CT) Patient Area	3604	WRC01	Sub-Waiting, CT	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4K
276	4	Computed Tomography (CT) Patient Area	3605	XCTS1	Scanning Room, CT [50, 60]	"m:WSF m:WSF h:4"""		m:GWB [64] f:P		m:AT	m:Wood t:15 dl:LEAD s:S s:X	hw:4Q
276	4	Computed Tomography (CT) Patient Area	3606	XCTC1	Control Room [50, 60]	"m:WSF m:WSF h:4"""		m:GWB [64] f:P			m:AT t:OPEN	hw:N/A
276	4	Computed Tomography (CT) Patient Area	3607	XMRE1	Power and Equipment Room	m:VT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:17 s:X	hw:4Q
276	4	Computed Tomography (CT) Patient Area	3608	XCTL1	Physician Viewing Room	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3G
276	4	Computed Tomography (CT) Patient Area	3609	TLTU1	Toilet, Patient	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64]f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:GWB f:SC"		m:Wood t:1 s:U	hw:2H [71]
276	4	Computed Tomography (CT) Patient Area	3610	WRL01	Holding Bay, Patient Stretcher	m:LVT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""			m:AT t:OPEN	hw:N/A
276	4	Computed Tomography (CT) Patient Area	3611	MEDP1	Medication Preparation Room	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T ds:YES s:S	hw:SH3D
276	4	Computed Tomography (CT) Patient Area	3612	SRS01	Storage Room	m:VT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F s:V	hw:4F SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -352 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
276	5	Support Area	3613	WRCH1	Work Area, Staff	m:CPT [6]	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4K
276	5	Support Area	3614	RCA01	Alcove, Crash Cart	m:LVT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""			m:AT t:OPEN	hw:N/A
276	5	Support Area	3615	SRLW1	Storage, Stretcher / Wheelchair	m:VT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""		m:AT	m:Wood t:1 s:U	hw:5F
276	5	Support Area	3616	XRM01	Alcove, Mobile X-Ray	m:LVT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""			m:AT t:OPEN	hw:N/A
276	5	Support Area	3617	XRM02	Alcove, Mobile C-Arm	m:LVT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""			m:AT t:OPEN	hw:N/A
276	5	Support Area	3618	XVC01	Workstation, Tele-Radiology	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
276	5	Support Area	3619	XVC01	Office, Tele-Radiology	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
276	5	Support Area	3620	SRE01	Storage Room	m:VT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F s:V	hw:5B
276	5	Support Area	3621	LCCL3	Alcove, Clean Linen	m:LVT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""			m:AT t:OPEN	hw:N/A
276	5	Support Area	3622	UCCL1	Utility Room, Clean	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dg:F ds:YES s:V	hw:SH3C
276	5	Support Area	3623	USCL1	Utility Room, Soiled	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT [9] f:SP	m:Wood t:11 dg:F ds:YES s:V	hw:SH3C SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -353 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
276	5	Support Area	3624	JANC1	Housekeeping Aides Closet (HAC)	"m:QT m:QT [7] h:4"""		m:GWB f:SC	"m:CT [7] h:4'-0"""	m:AT f:SP	m:Wood t:1 s:U	hw:5D
276	5	Support Area	3625	XVC01	PACS: Digital Quality Control Area	"m:WSF m:WSF h:4"""		m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T dl:LEAD [27] s:U	hw:4K
276	5	Support Area	3626	XFDS1	PACS: Digital Archival Storage Room	"m:WSF m:WSF h:4"""		m:GWB f:P		m:AT	m:Wood t:11 dg:F s:S	hw:5B
276	5	Support Area	3627	XCTC1	PACS: 3D Workstation	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P			m:AT t:OPEN	hw:N/A
276	5	Support Area	3628	XCTI1	PACS: Computed Radiology (CR) Reader Area	"m:WSF m:CPT [6] m:WSF h:4"""		m:GWB f:P		m:AT	m:Wood t:1 dg:T s:U	hw:4K
276	5	Support Area	3629	XFP01	Conv. Film: Darkroom Film Processing	"m:RES m:RES h:4"""		m:GWB f:P		m:AT	m:Wood t:1 s:S	hw:3J
276	5	Support Area	3630	XFP03	Conv. Film: Daylight Processing	"m:WSF m:WSF h:4"""		m:GWB f:P		m:AT	m:Wood t:1 s:S	hw:3J
276	5	Support Area	3631	XFSA1	Conv. Film: Film Sorting Area	"m:WSF m:WSF h:4"""		m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4G
276	5	Support Area	3632	XFFA1	Conv. Film: Film Files Storage / Fixed Shelving	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT f:p	m:Wood t:11 dg:F s:S	hw:5B
276	5	Support Area	3633	XFFA1	Conv. Film: File Storage / Fixed Shelving	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT f:p	m:Wood t:11 dg:F s:S	hw:5B
276	5	Support Area	3634	SRHM1	Conv. Film: Chemical Storage	"m:RES m:RES h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"" m:GWB f:SC"			m:Wood t:11 dg:F s:S	hw:5B SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -354 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
276	5	Support Area	3635	XVC01	Viewing / Consultation Room: NonTeaching	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:4J
276	5	Support Area	3636	XVC01	Viewing / Consultation Room: Teaching	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:4J
276	6	Staff and Administrative Area	3637	OFA09	Office, Radiologist Service Chief	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:3G
276	6	Staff and Administrative Area	3638	OFA09	Office, Radiology Service Assistant Chief	m:CPT [6]	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
276	6	Staff and Administrative Area	3639	SEC01	Secretary / Waiting	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [5] f:P		m:AT	m:Wood t:1 dg:T s:S m:N/A t:OPEN s:N/A	hw:3E
276	6	Staff and Administrative Area	3640	OFA07	Workstation, Staff Radiologist	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
276	6	Staff and Administrative Area	3641	OFA07	Workstation, Administrative Assistant	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
276	6	Staff and Administrative Area	3642	OFA07	Workstation, Professional Non Physician	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
276	6	Staff and Administrative Area	3643	OFA09	Office, Chief Technician	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
276	6	Staff and Administrative Area	3644	OFA07	Workstation, PACS Administrator	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -355 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
276	6	Staff and Administrative Area	3645	OFA07	Workstation, Physicist	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
276	6	Staff and Administrative Area	3646	OFA07	Workstation, Quality Assurance	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
276	6	Staff and Administrative Area	3647	OFA07	Workstation, Scheduler	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
276	6	Staff and Administrative Area	3648	OFA09	Office, Transcription Supervisor	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
276	6	Staff and Administrative Area	3649	OFA07	Workstation, Data Processing	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
276	6	Staff and Administrative Area	3650	OFA07	Workstation, Transcriptionist	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
276	6	Staff and Administrative Area	3651	RPR01	Copier Room	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4J
276	6	Staff and Administrative Area	3652	CRR01	Conference Room / Classroom	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [42, 64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:4J
276	6	Staff and Administrative Area	3653	SL001	Staff Lounge	m:SVT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:SH-4
276	6	Staff and Administrative Area	3654	LR001	Locker Room, Staff	"m:PT m:PT h:4"""		m:GWB f:SC		m:AT	m:Wood t:1 s:S	hw:SH-4 SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -356 97 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
276	6	Staff and Administrative Area	3655	TLTU1	Toilet, Staff	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:1 s:S	hw:2 [71]
276	7	Education Area	3656	OFA07	Workstation, Resident / Intern	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
276	7	Education Area	3657	OFA07	Workstation, Student	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
276	7	Education Area	3658	CRR01	Conference Room / Classroom	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [42, 64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:4J SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -357 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
277	1	Reception Area	3659	WROC1	Waiting	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4G
277	1	Reception Area	3660	RECP1	Reception	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:GWB f:P t:OPEN	hw:N/A
277	1	Reception Area	3661	CLSC1	Patient Education Kiosk / Alcove	m:CPT [6] m:LVT	m:PRB [8]	m:GWB f:P			m:AT t:OPEN	hw:N/A
